timestamp,cpu_pct,ram_used_mb,ram_pct,cpu_freq_mhz
00:31:23,1.6,7107,44.6,1737
00:31:24,1.6,7102,44.6,1708
00:31:25,0.5,7102,44.6,1600
00:31:26,1.3,7100,44.5,1885
00:31:27,1.2,7102,44.6,1600
00:31:28,0.6,7095,44.5,1598
00:31:29,0.6,7096,44.5,1674
00:31:30,0.9,7097,44.5,1599
00:31:31,10.2,7114,44.6,3718
00:31:32,8.4,7118,44.7,1600
00:31:33,1.5,7115,44.6,1600
00:31:34,2.5,7115,44.6,1607
00:31:35,1.2,7116,44.6,1598
00:31:36,2.2,7116,44.6,1657
00:31:37,7.6,7123,44.7,2277
00:31:38,3.6,7113,44.6,2906
00:31:39,11.7,7133,44.8,1700
00:31:40,7.5,7133,44.8,1599
00:31:41,9.5,7149,44.9,1885
